Country,Year,Food Category,Total Waste (kg),Total Cost (₹),Average Waste (kg),Records Count
South Africa,2022,Bakery,2820.62,141030.8,156.7,18
South Africa,2022,Cereals & Grains,767.65,38382.5,31.99,24
South Africa,2022,Beverages,1116.58,55829.1,48.55,23
South Africa,2022,Oils & Fats,640.92,32046.2,22.1,29
South Africa,2022,Legumes,407.46,20372.9,23.97,17
South Africa,2023,Fruits & Vegetables,1554.65,77732.65,57.58,27
South Africa,2023,Oils & Fats,334.35,16717.65,13.93,24
South Africa,2023,Bakery,2319.01,115950.3,110.43,21
South Africa,2023,Beverages,1067.95,53397.3,41.07,26
South Africa,2023,Meat & Poultry,708.97,35448.7,33.76,21
South Africa,2023,Cereals & Grains,1313.35,65667.25,52.53,25
South Africa,2023,Dairy,3066.38,153319.15,105.74,29
South Africa,2023,Legumes,2335.52,116775.95,86.5,27
South Africa,2023,Prepared Foods,2715.89,135794.35,100.59,27
South Africa,2023,Seafood,376.97,18848.5,18.85,20
South Africa,2024,Fruits & Vegetables,2635.42,131771.2,90.88,29
South Africa,2024,Cereals & Grains,2491.37,124568.3,95.82,26
South Africa,2024,Seafood,4778.1,238904.85,191.12,25
South Africa,2024,Beverages,1130.34,56516.75,43.47,26
South Africa,2024,Dairy,1015.51,50775.45,56.42,18
South Africa,2024,Meat & Poultry,3889.88,194494.2,169.13,23
South Africa,2024,Bakery,1136.06,56802.9,49.39,23
South Africa,2024,Prepared Foods,1936.04,96802.2,101.9,19
South Africa,2024,Oils & Fats,1378.0,68900.2,44.45,31
South Africa,2024,Legumes,1462.42,73120.8,37.5,39
Spain,2015,Legumes,350.0,17499.8,18.42,19
Spain,2015,Oils & Fats,684.63,34231.7,31.12,22
Spain,2015,Fruits & Vegetables,3223.14,161157.1,134.3,24
Spain,2015,Dairy,1799.7,89985.0,59.99,30
Spain,2015,Beverages,1028.94,51447.2,41.16,25
Spain,2015,Prepared Foods,1625.22,81261.05,70.66,23
Spain,2015,Bakery,2638.21,131910.45,101.47,26
Spain,2015,Meat & Poultry,4163.71,208185.65,181.03,23
Spain,2015,Cereals & Grains,1202.1,60105.15,57.24,21
Spain,2015,Seafood,2598.34,129916.85,92.8,28
Spain,2016,Fruits & Vegetables,1286.31,64315.6,55.93,23
Spain,2016,Cereals & Grains,1825.88,91294.2,152.16,12
Spain,2016,Meat & Poultry,5452.91,272645.75,188.03,29
Spain,2016,Legumes,1803.27,90163.45,69.36,26
Spain,2016,Seafood,2669.67,133483.65,106.79,25
Spain,2016,Dairy,1761.69,88084.7,53.38,33
Spain,2016,Prepared Foods,3342.64,167132.25,139.28,24
Spain,2016,Beverages,643.82,32190.75,30.66,21
Spain,2016,Oils & Fats,751.32,37566.1,34.15,22
Spain,2016,Bakery,2104.24,105212.05,65.76,32
Spain,2017,Seafood,4468.52,223425.9,131.43,34
Spain,2017,Fruits & Vegetables,2480.63,124031.55,95.41,26
Spain,2017,Dairy,2213.45,110672.3,96.24,23
Spain,2017,Beverages,3203.65,160182.3,100.11,32
Spain,2017,Prepared Foods,2026.71,101335.25,72.38,28
Spain,2017,Legumes,2168.69,108434.35,86.75,25
Spain,2017,Cereals & Grains,1431.22,71561.05,44.73,32
Spain,2017,Oils & Fats,1680.41,84020.65,73.06,23
Spain,2017,Meat & Poultry,2735.23,136761.45,124.33,22
Spain,2017,Bakery,1414.82,70741.05,47.16,30
Spain,2018,Oils & Fats,640.79,32039.3,32.04,20
Spain,2018,Bakery,2633.65,131682.45,105.35,25
Spain,2018,Seafood,3989.47,199473.6,120.89,33
Spain,2018,Cereals & Grains,2081.29,104064.4,59.47,35
Spain,2018,Prepared Foods,4456.24,222812.25,185.68,24
Spain,2018,Meat & Poultry,1494.85,74742.45,83.05,18
Spain,2018,Legumes,525.26,26263.05,17.51,30
Spain,2018,Fruits & Vegetables,2175.95,108797.7,108.8,20
Spain,2018,Dairy,2807.36,140367.75,112.29,25
Spain,2018,Beverages,1643.44,82172.15,58.69,28
Spain,2019,Seafood,4749.56,237477.75,163.78,29
Spain,2019,Beverages,1243.41,62170.5,59.21,21
Spain,2019,Bakery,2937.47,146873.5,83.93,35
Spain,2019,Fruits & Vegetables,1808.52,90425.8,86.12,21
Spain,2019,Prepared Foods,3072.52,153625.9,161.71,19
Spain,2019,Cereals & Grains,2610.85,130542.4,81.59,32
Spain,2019,Oils & Fats,1829.82,91490.8,55.45,33
Spain,2019,Legumes,810.82,40541.0,33.78,24
Spain,2019,Meat & Poultry,5219.57,260978.35,237.25,22
Spain,2019,Dairy,4800.16,240007.85,145.46,33
Spain,2020,Cereals & Grains,1166.99,58349.7,58.35,20
Spain,2020,Legumes,2878.18,143908.95,119.92,24
Spain,2020,Fruits & Vegetables,2085.49,104274.55,104.27,20
Spain,2020,Seafood,2758.31,137915.45,88.98,31
Spain,2020,Meat & Poultry,3385.47,169273.55,125.39,27
Spain,2020,Dairy,3839.16,191957.95,123.84,31
Spain,2020,Bakery,1104.45,55222.65,48.02,23
Spain,2020,Beverages,1846.54,92326.8,59.57,31
Spain,2020,Prepared Foods,1157.48,57874.25,68.09,17
Spain,2020,Oils & Fats,919.4,45969.9,41.79,22
Spain,2021,Fruits & Vegetables,1744.34,87216.9,87.22,20
Spain,2021,Meat & Poultry,3508.16,175408.15,175.41,20
Spain,2021,Legumes,1812.88,90643.95,60.43,30
Spain,2021,Oils & Fats,714.81,35740.3,29.78,24
Spain,2021,Dairy,834.7,41734.9,27.82,30
Spain,2021,Prepared Foods,3469.47,173473.4,119.64,29
Spain,2021,Cereals & Grains,1054.93,52746.45,45.87,23
Spain,2021,Seafood,4970.31,248515.7,207.1,24
Spain,2021,Bakery,946.68,47333.85,36.41,26
Spain,2021,Beverages,2178.73,108936.3,57.33,38
Spain,2022,Cereals & Grains,3931.43,196571.55,131.05,30
Spain,2022,Meat & Poultry,5193.34,259667.15,207.73,25
Spain,2022,Fruits & Vegetables,4548.91,227445.4,129.97,35
Spain,2022,Oils & Fats,334.57,16728.5,15.93,21
Spain,2022,Bakery,1553.6,77680.05,86.31,18
Spain,2022,Prepared Foods,4210.8,210539.95,150.39,28
Spain,2022,Legumes,656.83,32841.7,28.56,23
Spain,2022,Seafood,7320.52,366025.75,203.35,36
Spain,2022,Dairy,2327.16,116357.8,105.78,22
Spain,2022,Beverages,430.0,21500.05,17.92,24
Spain,2023,Prepared Foods,444.59,22229.45,24.7,18
Spain,2023,Beverages,1215.62,60781.2,67.53,18
Spain,2023,Fruits & Vegetables,2141.29,107064.6,93.1,23
Spain,2023,Meat & Poultry,2750.41,137520.5,119.58,23
Spain,2023,Seafood,1614.89,80744.7,73.4,22
Spain,2023,Bakery,2753.97,137698.75,131.14,21
Spain,2023,Cereals & Grains,1466.69,73334.35,56.41,26
Spain,2023,Dairy,1524.38,76218.9,47.64,32
Spain,2023,Legumes,2195.57,109778.5,70.82,31
Spain,2023,Oils & Fats,414.95,20747.5,12.97,32
Spain,2024,Cereals & Grains,2238.46,111923.15,101.75,22
Spain,2024,Legumes,450.35,22517.6,20.47,22
Spain,2024,Seafood,1880.67,94033.75,89.56,21
Spain,2024,Fruits & Vegetables,2790.92,139546.0,116.29,24
Spain,2024,Meat & Poultry,4994.07,249703.6,172.21,29
Spain,2024,Oils & Fats,393.96,19698.1,15.15,26
Spain,2024,Dairy,3179.11,158955.45,113.54,28
Spain,2024,Prepared Foods,790.02,39501.25,37.62,21
Spain,2024,Bakery,1749.64,87481.9,56.44,31
Spain,2024,Beverages,1864.73,93236.3,66.6,28
Thailand,2015,Fruits & Vegetables,2938.24,146911.95,122.43,24
Thailand,2015,Dairy,3551.44,177572.0,122.46,29
Thailand,2015,Oils & Fats,708.12,35405.75,24.42,29
Thailand,2015,Prepared Foods,2867.38,143368.85,86.89,33
Thailand,2015,Legumes,2252.11,112605.45,83.41,27
Thailand,2015,Bakery,2871.12,143556.1,114.84,25
Thailand,2015,Seafood,5569.86,278493.15,163.82,34
Thailand,2015,Beverages,771.55,38577.5,28.58,27
Thailand,2015,Cereals & Grains,3034.43,151721.3,116.71,26
Thailand,2015,Meat & Poultry,2118.41,105920.75,84.74,25
Thailand,2016,Cereals & Grains,1806.18,90308.9,129.01,14
Thailand,2016,Fruits & Vegetables,5506.03,275301.75,172.06,32
Thailand,2016,Oils & Fats,1352.76,67638.05,64.42,21
Thailand,2016,Bakery,3959.35,197967.6,152.28,26
Thailand,2016,Meat & Poultry,2537.58,126878.9,149.27,17
Thailand,2016,Beverages,1834.93,91746.35,65.53,28
Thailand,2016,Legumes,1239.36,61968.05,49.57,25
Thailand,2016,Prepared Foods,2517.03,125851.7,83.9,30
Thailand,2016,Dairy,2150.04,107502.15,86.0,25
Thailand,2016,Seafood,2277.43,113871.25,108.45,21
Thailand,2017,Seafood,2778.39,138919.65,198.46,14
Thailand,2017,Dairy,2542.82,127140.85,141.27,18
Thailand,2017,Beverages,1830.2,91510.0,57.19,32
Thailand,2017,Prepared Foods,3151.64,157581.9,150.08,21
Thailand,2017,Meat & Poultry,1086.74,54337.05,51.75,21
Thailand,2017,Legumes,673.92,33695.85,22.46,30
Thailand,2017,Bakery,4091.56,204578.05,127.86,32
Thailand,2017,Cereals & Grains,600.21,30010.7,25.01,24
Thailand,2017,Fruits & Vegetables,4879.24,243962.05,212.14,23
Thailand,2017,Oils & Fats,694.86,34742.9,23.96,29
Thailand,2018,Meat & Poultry,5807.97,290398.4,207.43,28
Thailand,2018,Dairy,2822.39,141119.65,122.71,23
Thailand,2018,Prepared Foods,4387.33,219366.6,121.87,36
Thailand,2018,Fruits & Vegetables,2326.84,116341.95,105.77,22
Thailand,2018,Cereals & Grains,2457.08,122853.9,122.85,20
Thailand,2018,Bakery,2753.87,137693.55,125.18,22
Thailand,2018,Seafood,3188.39,159419.65,109.94,29
Thailand,2018,Beverages,1631.95,81597.4,62.77,26
Thailand,2018,Oils & Fats,709.78,35489.15,32.26,22
Thailand,2018,Legumes,1790.87,89543.45,61.75,29
Thailand,2019,Dairy,1183.68,59184.25,49.32,24
Thailand,2019,Bakery,2832.96,141648.2,188.86,15
Thailand,2019,Prepared Foods,2776.28,138813.8,111.05,25
Thailand,2019,Beverages,1341.96,67098.2,53.68,25
Thailand,2019,Oils & Fats,908.41,45420.65,26.72,34
Thailand,2019,Seafood,5745.8,287289.9,212.81,27
Thailand,2019,Fruits & Vegetables,1986.3,99314.95,104.54,19
Thailand,2019,Cereals & Grains,1234.16,61708.1,45.71,27
Thailand,2019,Legumes,4871.72,243585.75,157.15,31
Thailand,2019,Meat & Poultry,1701.05,85052.4,100.06,17
Thailand,2020,Beverages,2017.72,100885.9,69.58,29
Thailand,2020,Legumes,891.06,44553.1,59.4,15
Thailand,2020,Seafood,4476.5,223824.95,135.65,33
Thailand,2020,Fruits & Vegetables,2039.39,101969.65,101.97,20
Thailand,2020,Cereals & Grains,842.54,42126.8,56.17,15
Thailand,2020,Oils & Fats,1501.11,75055.55,51.76,29
Thailand,2020,Bakery,2771.68,138584.25,86.62,32
Thailand,2020,Dairy,1482.67,74133.7,64.46,23
Thailand,2020,Meat & Poultry,4027.15,201357.3,183.05,22
Thailand,2020,Prepared Foods,2014.84,100741.8,74.62,27
Thailand,2021,Fruits & Vegetables,3755.89,187794.3,139.11,27
Thailand,2021,Seafood,2797.49,139874.3,90.24,31
Thailand,2021,Cereals & Grains,1693.32,84666.2,67.73,25
Thailand,2021,Oils & Fats,920.67,46033.5,32.88,28
Thailand,2021,Dairy,713.62,35680.9,35.68,20
Thailand,2021,Bakery,1121.11,56055.25,36.16,31
Thailand,2021,Legumes,1054.08,52704.1,45.83,23
Thailand,2021,Meat & Poultry,1808.33,90416.3,86.11,21
Thailand,2021,Beverages,1070.82,53540.8,48.67,22
Thailand,2021,Prepared Foods,2480.27,124013.35,88.58,28
Thailand,2022,Beverages,577.43,28871.65,27.5,21
Thailand,2022,Seafood,1869.65,93482.75,62.32,30
Thailand,2022,Cereals & Grains,1454.27,72713.4,53.86,27
Thailand,2022,Meat & Poultry,3270.59,163529.4,125.79,26
Thailand,2022,Prepared Foods,3224.06,161203.1,119.41,27
Thailand,2022,Bakery,1410.79,70539.3,54.26,26
Thailand,2022,Fruits & Vegetables,2126.78,106338.75,101.28,21
Thailand,2022,Dairy,489.64,24482.15,19.59,25
Thailand,2022,Oils & Fats,1503.15,75157.3,62.63,24
Thailand,2022,Legumes,2252.33,112616.7,83.42,27
Thailand,2023,Legumes,528.27,26413.45,25.16,21
Thailand,2023,Oils & Fats,390.66,19533.2,24.42,16
Thailand,2023,Seafood,5258.41,262920.6,228.63,23
Thailand,2023,Fruits & Vegetables,3186.12,159305.8,102.78,31
Thailand,2023,Beverages,1548.63,77431.4,53.4,29
Thailand,2023,Cereals & Grains,2694.04,134702.15,96.22,28
Thailand,2023,Meat & Poultry,2827.22,141360.75,104.71,27
Thailand,2023,Dairy,1442.14,72106.95,72.11,20
Thailand,2023,Bakery,2030.08,101504.0,84.59,24
Thailand,2023,Prepared Foods,3217.01,160850.4,107.23,30
Thailand,2024,Bakery,532.75,26637.65,31.34,17
Thailand,2024,Meat & Poultry,4226.77,211338.25,140.89,30
Thailand,2024,Legumes,1997.6,99880.05,105.14,19
Thailand,2024,Dairy,2882.09,144104.55,96.07,30
Thailand,2024,Fruits & Vegetables,2205.17,110258.5,91.88,24
Thailand,2024,Beverages,2127.19,106359.4,78.78,27
Thailand,2024,Cereals & Grains,1366.93,68346.6,59.43,23
Thailand,2024,Oils & Fats,325.1,16254.75,13.55,24
Thailand,2024,Prepared Foods,2850.8,142539.75,95.03,30
Thailand,2024,Seafood,638.46,31923.15,45.6,14
Turkey,2015,Bakery,2675.85,133792.5,140.83,19
Turkey,2015,Beverages,875.22,43760.85,31.26,28
Turkey,2015,Seafood,2846.66,142332.95,105.43,27
Turkey,2015,Dairy,1683.09,84154.6,67.32,25
Turkey,2015,Legumes,1129.7,56485.1,62.76,18
Turkey,2015,Meat & Poultry,3209.48,160473.8,139.54,23
Turkey,2015,Oils & Fats,1210.14,60506.9,41.73,29
Turkey,2015,Cereals & Grains,2492.24,124612.1,80.39,31
Turkey,2015,Prepared Foods,2007.55,100377.25,80.3,25
Turkey,2015,Fruits & Vegetables,2914.02,145700.85,104.07,28
Turkey,2016,Cereals & Grains,2392.68,119633.95,88.62,27
Turkey,2016,Beverages,630.65,31532.65,26.28,24
Turkey,2016,Legumes,1919.37,95968.45,76.77,25
Turkey,2016,Seafood,6825.74,341286.95,220.19,31
Turkey,2016,Bakery,4838.69,241934.25,186.1,26
Turkey,2016,Meat & Poultry,1733.82,86690.85,78.81,22
Turkey,2016,Fruits & Vegetables,2023.45,101172.65,126.47,16
Turkey,2016,Prepared Foods,2197.29,109864.45,84.51,26
Turkey,2016,Dairy,1233.66,61683.1,39.8,31
Turkey,2016,Oils & Fats,977.25,48862.4,42.49,23
Turkey,2017,Bakery,3677.68,183884.1,183.88,20
Turkey,2017,Seafood,1791.07,89553.45,94.27,19
Turkey,2017,Prepared Foods,2602.07,130103.25,136.95,19
Turkey,2017,Legumes,1395.55,69777.7,43.61,32
Turkey,2017,Beverages,795.19,39759.6,27.42,29
Turkey,2017,Fruits & Vegetables,2017.09,100854.35,118.65,17
Turkey,2017,Meat & Poultry,4987.33,249366.65,199.49,25
Turkey,2017,Oils & Fats,1195.3,59765.0,42.69,28
Turkey,2017,Cereals & Grains,467.9,23395.2,31.19,15
Turkey,2017,Dairy,3059.28,152964.2,133.01,23
Turkey,2018,Prepared Foods,4314.81,215740.3,196.13,22
Turkey,2018,Bakery,5129.02,256451.05,176.86,29
Turkey,2018,Legumes,1879.97,93998.65,64.83,29
Turkey,2018,Dairy,1750.23,87511.35,60.35,29
Turkey,2018,Meat & Poultry,2435.67,121783.35,115.98,21
Turkey,2018,Seafood,1632.53,81626.6,77.74,21
Turkey,2018,Oils & Fats,1316.27,65813.25,43.88,30
Turkey,2018,Beverages,822.81,41140.6,26.54,31
Turkey,2018,Fruits & Vegetables,4956.98,247848.8,141.63,35
Turkey,2018,Cereals & Grains,591.84,29591.9,53.8,11
Turkey,2019,Bakery,844.73,42236.25,44.46,19
Turkey,2019,Seafood,2047.82,102390.8,97.52,21
Turkey,2019,Cereals & Grains,1103.66,55182.9,52.56,21
Turkey,2019,Prepared Foods,2666.24,133312.25,102.55,26
Turkey,2019,Fruits & Vegetables,744.54,37226.85,33.84,22
Turkey,2019,Dairy,2704.03,135201.4,90.13,30
Turkey,2019,Meat & Poultry,2129.55,106477.75,88.73,24
Turkey,2019,Legumes,799.14,39956.85,29.6,27
Turkey,2019,Oils & Fats,257.24,12861.75,13.54,19
Turkey,2019,Beverages,2501.98,125099.1,80.71,31
Turkey,2020,Bakery,653.81,32690.3,29.72,22
Turkey,2020,Legumes,1447.17,72358.45,51.68,28
Turkey,2020,Fruits & Vegetables,2472.84,123642.05,107.51,23
Turkey,2020,Prepared Foods,6441.32,322065.8,189.45,34
Turkey,2020,Beverages,1703.03,85151.45,54.94,31
Turkey,2020,Seafood,2672.34,133616.8,102.78,26
Turkey,2020,Oils & Fats,690.45,34522.3,31.38,22
Turkey,2020,Meat & Poultry,2470.82,123540.75,117.66,21
Turkey,2020,Dairy,2273.78,113689.05,75.79,30
Turkey,2020,Cereals & Grains,1391.85,69592.7,53.53,26
Turkey,2021,Cereals & Grains,1639.13,81956.55,56.52,29
Turkey,2021,Bakery,4819.27,240963.65,178.49,27
Turkey,2021,Dairy,1356.27,67813.45,50.23,27
Turkey,2021,Fruits & Vegetables,2241.69,112084.3,97.46,23
Turkey,2021,Beverages,1927.99,96399.4,80.33,24
Turkey,2021,Prepared Foods,2147.28,107363.75,76.69,28
Turkey,2021,Oils & Fats,312.53,15626.7,14.21,22
Turkey,2021,Legumes,325.89,16294.4,17.15,19
Turkey,2021,Seafood,4392.01,219600.45,183.0,24
Turkey,2021,Meat & Poultry,2458.48,122924.15,94.56,26
Turkey,2022,Fruits & Vegetables,2169.04,108452.05,80.33,27
Turkey,2022,Meat & Poultry,3973.19,198659.45,152.81,26
Turkey,2022,Dairy,1408.07,70403.35,61.22,23
Turkey,2022,Prepared Foods,3289.53,164476.5,109.65,30
Turkey,2022,Oils & Fats,693.9,34694.95,30.17,23
Turkey,2022,Legumes,1276.01,63800.4,42.53,30
Turkey,2022,Cereals & Grains,3021.96,151098.1,111.92,27
Turkey,2022,Seafood,5106.99,255349.7,189.15,27
Turkey,2022,Bakery,2985.57,149278.55,106.63,28
Turkey,2022,Beverages,1110.91,55545.6,55.55,20
Turkey,2023,Bakery,1092.53,54626.35,43.7,25
Turkey,2023,Fruits & Vegetables,1250.78,62538.95,65.83,19
Turkey,2023,Meat & Poultry,1929.03,96451.6,80.38,24
Turkey,2023,Prepared Foods,4912.67,245633.5,204.69,24
Turkey,2023,Cereals & Grains,1830.03,91501.55,79.57,23
Turkey,2023,Legumes,398.17,19908.25,20.96,19
Turkey,2023,Seafood,5151.06,257552.75,183.97,28
Turkey,2023,Oils & Fats,186.34,9317.0,11.65,16
Turkey,2023,Beverages,1079.32,53966.05,49.06,22
Turkey,2023,Dairy,2130.69,106534.6,118.37,18
Turkey,2024,Meat & Poultry,2762.86,138142.8,98.67,28
Turkey,2024,Fruits & Vegetables,1132.4,56619.8,56.62,20
Turkey,2024,Seafood,1387.83,69391.6,49.57,28
Turkey,2024,Legumes,1891.78,94588.8,67.56,28
Turkey,2024,Bakery,957.73,47886.55,33.03,29
Turkey,2024,Dairy,1107.41,55370.6,36.91,30
Turkey,2024,Beverages,2206.36,110318.15,116.12,19
Turkey,2024,Cereals & Grains,4509.84,225491.95,115.64,39
Turkey,2024,Oils & Fats,302.51,15125.35,13.15,23
Turkey,2024,Prepared Foods,5401.08,270054.1,216.04,25
United Kingdom,2015,Fruits & Vegetables,974.09,48704.3,51.27,19
United Kingdom,2015,Beverages,1851.4,92570.05,61.71,30
United Kingdom,2015,Meat & Poultry,2555.73,127786.4,85.19,30
United Kingdom,2015,Bakery,1115.11,55755.4,58.69,19
United Kingdom,2015,Prepared Foods,2862.88,143144.1,143.14,20
United Kingdom,2015,Cereals & Grains,1365.19,68259.5,56.88,24
United Kingdom,2015,Oils & Fats,1947.34,97367.0,81.14,24
United Kingdom,2015,Dairy,1409.63,70481.7,52.21,27
United Kingdom,2015,Seafood,6687.52,334376.15,303.98,22
United Kingdom,2015,Legumes,1953.45,97672.5,78.14,25
United Kingdom,2016,Legumes,1678.2,83910.15,88.33,19
United Kingdom,2016,Meat & Poultry,793.38,39669.1,31.74,25
United Kingdom,2016,Dairy,1550.54,77527.0,59.64,26
United Kingdom,2016,Seafood,3357.6,167880.05,159.89,21
United Kingdom,2016,Cereals & Grains,1840.73,92036.35,65.74,28
United Kingdom,2016,Oils & Fats,1488.04,74402.15,55.11,27
United Kingdom,2016,Fruits & Vegetables,2750.18,137508.8,161.78,17
United Kingdom,2016,Prepared Foods,1742.56,87127.85,67.02,26
United Kingdom,2016,Beverages,687.74,34386.95,26.45,26
United Kingdom,2016,Bakery,2247.14,112357.0,112.36,20
United Kingdom,2017,Seafood,2950.47,147523.65,147.52,20
United Kingdom,2017,Bakery,3344.01,167200.3,107.87,31
United Kingdom,2017,Cereals & Grains,780.27,39013.45,33.92,23
United Kingdom,2017,Legumes,2365.34,118266.75,90.97,26
United Kingdom,2017,Beverages,1957.76,97887.75,78.31,25
United Kingdom,2017,Fruits & Vegetables,4897.52,244875.9,157.98,31
United Kingdom,2017,Meat & Poultry,2476.87,123843.35,99.07,25
United Kingdom,2017,Prepared Foods,3030.88,151544.15,101.03,30
United Kingdom,2017,Oils & Fats,776.4,38820.15,29.86,26
United Kingdom,2017,Dairy,3421.17,171058.3,148.75,23
United Kingdom,2018,Prepared Foods,2111.78,105588.8,65.99,32
United Kingdom,2018,Oils & Fats,817.83,40891.25,37.17,22
United Kingdom,2018,Dairy,797.5,39875.2,41.97,19
United Kingdom,2018,Meat & Poultry,2562.06,128103.2,85.4,30
United Kingdom,2018,Fruits & Vegetables,1608.9,80445.1,67.04,24
United Kingdom,2018,Cereals & Grains,758.99,37949.25,33.0,23
United Kingdom,2018,Seafood,4312.39,215619.25,205.35,21
United Kingdom,2018,Legumes,771.66,38583.05,33.55,23
United Kingdom,2018,Beverages,1011.92,50596.0,56.22,18
United Kingdom,2018,Bakery,876.57,43828.7,43.83,20
United Kingdom,2019,Beverages,1497.26,74862.85,68.06,22
United Kingdom,2019,Legumes,2430.22,121511.1,83.8,29
United Kingdom,2019,Oils & Fats,511.72,25585.9,17.65,29
United Kingdom,2019,Dairy,2041.38,102068.95,81.66,25
United Kingdom,2019,Bakery,3901.94,195096.8,125.87,31
United Kingdom,2019,Seafood,3090.37,154518.45,154.52,20
United Kingdom,2019,Meat & Poultry,3100.82,155041.0,100.03,31
United Kingdom,2019,Fruits & Vegetables,2574.86,128743.05,135.52,19
United Kingdom,2019,Prepared Foods,3193.97,159698.25,127.76,25
United Kingdom,2019,Cereals & Grains,3564.84,178242.0,142.59,25
United Kingdom,2020,Legumes,562.38,28119.1,24.45,23
United Kingdom,2020,Prepared Foods,3427.6,171379.9,142.82,24
United Kingdom,2020,Bakery,3997.11,199855.35,128.94,31
United Kingdom,2020,Fruits & Vegetables,1285.58,64278.9,55.89,23
United Kingdom,2020,Cereals & Grains,929.88,46494.05,51.66,18
United Kingdom,2020,Meat & Poultry,4241.68,212084.05,192.8,22
United Kingdom,2020,Dairy,940.38,47019.0,42.74,22
United Kingdom,2020,Beverages,1706.9,85344.95,51.72,33
United Kingdom,2020,Oils & Fats,1608.22,80410.85,64.33,25
United Kingdom,2020,Seafood,2473.74,123686.85,103.07,24
United Kingdom,2021,Legumes,2236.03,111801.35,106.48,21
United Kingdom,2021,Cereals & Grains,914.68,45734.15,48.14,19
United Kingdom,2021,Fruits & Vegetables,811.22,40560.9,36.87,22
United Kingdom,2021,Prepared Foods,4508.92,225446.1,132.62,34
United Kingdom,2021,Bakery,1141.11,57055.3,47.55,24
United Kingdom,2021,Seafood,2247.59,112379.35,107.03,21
United Kingdom,2021,Dairy,332.73,16636.4,15.12,22
United Kingdom,2021,Beverages,2799.63,139981.55,127.26,22
United Kingdom,2021,Oils & Fats,1570.56,78527.8,98.16,16
United Kingdom,2021,Meat & Poultry,1624.78,81239.05,67.7,24
United Kingdom,2022,Beverages,1379.03,68951.7,55.16,25
United Kingdom,2022,Prepared Foods,1427.42,71371.0,50.98,28
United Kingdom,2022,Cereals & Grains,1415.85,70792.3,38.27,37
United Kingdom,2022,Fruits & Vegetables,2611.74,130587.05,100.45,26
United Kingdom,2022,Oils & Fats,1655.4,82770.2,57.08,29
United Kingdom,2022,Legumes,2546.43,127321.7,101.86,25
United Kingdom,2022,Seafood,4613.54,230677.2,170.87,27
United Kingdom,2022,Bakery,2680.37,134018.3,121.83,22
United Kingdom,2022,Meat & Poultry,7408.69,370434.75,322.12,23
United Kingdom,2022,Dairy,2316.88,115843.75,128.72,18
United Kingdom,2023,Beverages,1046.52,52326.15,45.5,23
United Kingdom,2023,Legumes,550.85,27542.65,22.03,25
United Kingdom,2023,Prepared Foods,2188.48,109424.0,84.17,26
United Kingdom,2023,Bakery,4355.54,217776.9,128.1,34
United Kingdom,2023,Dairy,4380.0,219000.15,151.03,29
United Kingdom,2023,Cereals & Grains,4622.59,231129.3,154.09,30
United Kingdom,2023,Oils & Fats,2194.39,109719.45,73.15,30
United Kingdom,2023,Meat & Poultry,1757.16,87858.05,83.67,21
United Kingdom,2023,Fruits & Vegetables,2662.91,133145.25,106.52,25
United Kingdom,2023,Seafood,3433.86,171693.05,156.08,22
United Kingdom,2024,Oils & Fats,742.48,37123.95,24.75,30
United Kingdom,2024,Beverages,552.7,27635.15,27.64,20
United Kingdom,2024,Cereals & Grains,2843.62,142181.05,135.41,21
United Kingdom,2024,Meat & Poultry,4011.05,200552.45,138.31,29
United Kingdom,2024,Bakery,4731.51,236575.5,236.58,20
United Kingdom,2024,Seafood,3795.4,189769.85,151.82,25
United Kingdom,2024,Prepared Foods,4050.05,202502.6,122.73,33
United Kingdom,2024,Fruits & Vegetables,2633.26,131663.2,90.8,29
United Kingdom,2024,Legumes,565.4,28270.05,33.26,17
United Kingdom,2024,Dairy,1228.35,61417.35,47.24,26
United States,2015,Prepared Foods,9685.41,484270.7,509.76,19
United States,2015,Cereals & Grains,796.56,39827.85,31.86,25
United States,2015,Legumes,2477.68,123883.75,85.44,29
United States,2015,Fruits & Vegetables,3889.55,194477.3,138.91,28
United States,2015,Beverages,1693.61,84680.55,73.64,23
United States,2015,Bakery,2827.6,141380.05,108.75,26
United States,2015,Meat & Poultry,3451.88,172594.0,115.06,30
United States,2015,Seafood,2315.48,115773.85,79.84,29
United States,2015,Dairy,2429.89,121494.45,93.46,26
United States,2015,Oils & Fats,1560.01,78000.25,60.0,26
United States,2016,Legumes,2446.43,122321.5,101.93,24
United States,2016,Dairy,1448.08,72404.1,85.18,17
United States,2016,Prepared Foods,4235.96,211797.85,201.71,21
United States,2016,Fruits & Vegetables,7081.62,354081.2,262.28,27
United States,2016,Beverages,481.83,24091.4,26.77,18
United States,2016,Oils & Fats,688.24,34412.15,36.22,19
United States,2016,Meat & Poultry,1975.63,98781.3,68.13,29
United States,2016,Bakery,2993.34,149667.0,124.72,24
United States,2016,Cereals & Grains,1411.91,70595.65,54.3,26
United States,2016,Seafood,3135.22,156760.9,120.59,26
United States,2017,Bakery,1581.12,79056.1,63.24,25
United States,2017,Legumes,5636.37,281818.6,152.33,37
United States,2017,Meat & Poultry,2537.35,126867.25,72.5,35
United States,2017,Oils & Fats,1304.18,65208.8,46.58,28
United States,2017,Cereals & Grains,583.92,29196.05,27.81,21
United States,2017,Dairy,2530.27,126513.35,101.21,25
